2024-06-17 16:18:32 - train: epoch 293, iter:780, loss: 0.2432, lr: 0.0009387718066217118
2024-06-17 16:18:51 - val epoch: 293, loss: 0.6874, miou: 0.48833460847035187, f1_or_dsc: 0.6562161568926248, accuracy: 0.8913725685586734,                 specificity: 0.9241351332709037, sensitivity: 0.7022226421971287
2024-06-17 16:18:51 - train: epoch 294, iter:0, loss: 0.1045, lr: 0.000952889390970679
2024-06-17 16:18:58 - train: epoch 294, iter:20, loss: 0.2293, lr: 0.000952889390970679
2024-06-17 16:19:05 - train: epoch 294, iter:40, loss: 0.1938, lr: 0.000952889390970679
2024-06-17 16:19:12 - train: epoch 294, iter:60, loss: 0.1855, lr: 0.000952889390970679
2024-06-17 16:19:19 - train: epoch 294, iter:80, loss: 0.1936, lr: 0.000952889390970679
2024-06-17 16:19:26 - train: epoch 294, iter:100, loss: 0.1810, lr: 0.000952889390970679
2024-06-17 16:19:33 - train: epoch 294, iter:120, loss: 0.1822, lr: 0.000952889390970679
2024-06-17 16:19:40 - train: epoch 294, iter:140, loss: 0.1775, lr: 0.000952889390970679
2024-06-17 16:19:47 - train: epoch 294, iter:160, loss: 0.1830, lr: 0.000952889390970679
2024-06-17 16:19:54 - train: epoch 294, iter:180, loss: 0.2270, lr: 0.000952889390970679
2024-06-17 16:20:01 - train: epoch 294, iter:200, loss: 0.2505, lr: 0.000952889390970679
2024-06-17 16:20:08 - train: epoch 294, iter:220, loss: 0.2787, lr: 0.000952889390970679
2024-06-17 16:20:14 - train: epoch 294, iter:240, loss: 0.2744, lr: 0.000952889390970679
2024-06-17 16:20:21 - train: epoch 294, iter:260, loss: 0.2757, lr: 0.000952889390970679
2024-06-17 16:20:28 - train: epoch 294, iter:280, loss: 0.2810, lr: 0.000952889390970679
2024-06-17 16:20:35 - train: epoch 294, iter:300, loss: 0.2801, lr: 0.000952889390970679
2024-06-17 16:20:42 - train: epoch 294, iter:320, loss: 0.2871, lr: 0.000952889390970679
2024-06-17 16:20:49 - train: epoch 294, iter:340, loss: 0.2843, lr: 0.000952889390970679
