2024-06-15 21:01:28 - #----------Config info----------#
2024-06-15 21:01:28 - f: <_io.TextIOWrapper name='./parsed_args.txt' mode='r' encoding='UTF-8'>,
2024-06-15 21:01:28 - parsed_args: {'network': 'KANUSeg', 'datasets': 'CVC-ClinicDB'},
2024-06-15 21:01:28 - line: datasets=CVC-ClinicDB
,
2024-06-15 21:01:28 - key: datasets,
2024-06-15 21:01:28 - value: CVC-ClinicDB,
2024-06-15 21:01:28 - network: KANUSeg,
2024-06-15 21:01:28 - datasets: CVC-ClinicDB,
2024-06-15 21:01:28 - model_config: {'num_classes': 1, 'input_channels': 3, 'EMBED_DIM': 96, 'depths': [2, 2, 2, 2], 'depths_decoder': [2, 2, 2, 1], 'drop_path_rate': 0.2, 'load_ckpt_path': './pretrained_ckpt/vmamba_small_e238_ema.pth'},
2024-06-15 21:01:28 - data_path: ./data/CVC-ClinicDB/,
2024-06-15 21:01:28 - criterion: BceDiceLoss(
  (bce): BCELoss(
    (bceloss): BCELoss()
  )
  (dice): DiceLoss()
),
2024-06-15 21:01:28 - pretrained_path: ./pre_trained/,
2024-06-15 21:01:28 - num_classes: 1,
2024-06-15 21:01:28 - input_size_h: 224,
2024-06-15 21:01:28 - input_size_w: 224,
2024-06-15 21:01:28 - input_channels: 3,
2024-06-15 21:01:28 - distributed: False,
2024-06-15 21:01:28 - local_rank: -1,
2024-06-15 21:01:28 - num_workers: 0,
2024-06-15 21:01:28 - seed: 42,
2024-06-15 21:01:28 - world_size: None,
2024-06-15 21:01:28 - rank: None,
2024-06-15 21:01:28 - amp: False,
2024-06-15 21:01:28 - gpu_id: 0,
2024-06-15 21:01:28 - batch_size: 1,
2024-06-15 21:01:28 - epochs: 300,
2024-06-15 21:01:28 - work_dir: output/KANUSeg_CVC-ClinicDB_/,
2024-06-15 21:01:28 - print_interval: 20,
2024-06-15 21:01:28 - val_interval: 30,
2024-06-15 21:01:28 - save_interval: 10,
2024-06-15 21:01:28 - threshold: 0.5,
2024-06-15 21:01:28 - train_transformer: Compose(
    <utils.myNormalize object at 0x7267b0c9d090>
    <utils.myToTensor object at 0x7267b0c9ced0>
    <utils.myRandomHorizontalFlip object at 0x7267b0a14550>
    <utils.myRandomVerticalFlip object at 0x7267b0a14510>
    <utils.myRandomRotation object at 0x7267b0a145d0>
    <utils.myResize object at 0x7267b0c5e090>
),
2024-06-15 21:01:28 - test_transformer: Compose(
    <utils.myNormalize object at 0x7267b0a14610>
    <utils.myToTensor object at 0x7267b0a14650>
    <utils.myResize object at 0x7267b0a14690>
),
2024-06-15 21:01:28 - opt: AdamW,
2024-06-15 21:01:28 - lr: 0.001,
2024-06-15 21:01:28 - betas: (0.9, 0.999),
2024-06-15 21:01:28 - eps: 1e-08,
2024-06-15 21:01:28 - weight_decay: 0.01,
2024-06-15 21:01:28 - amsgrad: False,
2024-06-15 21:01:28 - sch: CosineAnnealingLR,
2024-06-15 21:01:28 - T_max: 50,
2024-06-15 21:01:28 - eta_min: 1e-05,
2024-06-15 21:01:28 - last_epoch: -1,
2024-06-15 21:01:29 - flops: 0.185450496, params: 0.132081, Total params: : 7.9930
2024-06-15 21:01:30 - train: epoch 1, iter:0, loss: 1.5283, lr: 0.001
2024-06-15 21:01:36 - train: epoch 1, iter:20, loss: 1.3078, lr: 0.001
2024-06-15 21:01:43 - train: epoch 1, iter:40, loss: 1.1694, lr: 0.001
2024-06-15 21:01:50 - train: epoch 1, iter:60, loss: 1.1212, lr: 0.001
2024-06-15 21:01:57 - train: epoch 1, iter:80, loss: 1.0879, lr: 0.001
2024-06-15 21:02:03 - train: epoch 1, iter:100, loss: 1.0849, lr: 0.001
2024-06-15 21:02:10 - train: epoch 1, iter:120, loss: 1.0759, lr: 0.001
2024-06-15 21:02:17 - train: epoch 1, iter:140, loss: 1.0660, lr: 0.001
2024-06-15 21:02:24 - train: epoch 1, iter:160, loss: 1.0633, lr: 0.001
2024-06-15 21:02:30 - train: epoch 1, iter:180, loss: 1.0529, lr: 0.001
2024-06-15 21:02:37 - train: epoch 1, iter:200, loss: 1.0526, lr: 0.001
2024-06-15 21:02:44 - train: epoch 1, iter:220, loss: 1.0498, lr: 0.001
2024-06-15 21:02:51 - train: epoch 1, iter:240, loss: 1.0456, lr: 0.001
2024-06-15 21:02:57 - train: epoch 1, iter:260, loss: 1.0455, lr: 0.001
2024-06-15 21:03:04 - train: epoch 1, iter:280, loss: 1.0432, lr: 0.001
2024-06-15 21:03:11 - train: epoch 1, iter:300, loss: 1.0482, lr: 0.001
2024-06-15 21:03:18 - train: epoch 1, iter:320, loss: 1.0462, lr: 0.001
2024-06-15 21:03:25 - train: epoch 1, iter:340, loss: 1.0496, lr: 0.001
2024-06-15 21:03:31 - train: epoch 1, iter:360, loss: 1.0493, lr: 0.001
2024-06-15 21:03:38 - train: epoch 1, iter:380, loss: 1.0476, lr: 0.001
2024-06-15 21:03:45 - train: epoch 1, iter:400, loss: 1.0470, lr: 0.001
2024-06-15 21:03:53 - train: epoch 1, iter:420, loss: 1.0474, lr: 0.001
2024-06-15 21:04:00 - train: epoch 1, iter:440, loss: 1.0480, lr: 0.001
2024-06-15 21:04:08 - train: epoch 1, iter:460, loss: 1.0484, lr: 0.001
2024-06-15 21:04:15 - train: epoch 1, iter:480, loss: 1.0460, lr: 0.001
2024-06-15 21:04:27 - val epoch: 1, loss: 1.1314, miou: 0.17734409924005365, f1_or_dsc: 0.30126128691607634, accuracy: 0.7306379903395784,                 specificity: 0.7299909928439209, sensitivity: 0.7382162853677582
2024-06-15 21:04:28 - train: epoch 2, iter:0, loss: 0.9217, lr: 0.0009990232305719944
2024-06-15 21:04:36 - train: epoch 2, iter:20, loss: 0.9621, lr: 0.0009990232305719944
2024-06-15 21:04:43 - train: epoch 2, iter:40, loss: 0.9815, lr: 0.0009990232305719944
2024-06-15 21:04:50 - train: epoch 2, iter:60, loss: 0.9978, lr: 0.0009990232305719944
2024-06-15 21:04:57 - train: epoch 2, iter:80, loss: 0.9981, lr: 0.0009990232305719944
2024-06-15 21:05:05 - train: epoch 2, iter:100, loss: 1.0012, lr: 0.0009990232305719944
2024-06-15 21:05:12 - train: epoch 2, iter:120, loss: 0.9993, lr: 0.0009990232305719944
2024-06-15 21:05:19 - train: epoch 2, iter:140, loss: 1.0065, lr: 0.0009990232305719944
2024-06-15 21:05:26 - train: epoch 2, iter:160, loss: 1.0127, lr: 0.0009990232305719944
2024-06-15 21:05:34 - train: epoch 2, iter:180, loss: 1.0182, lr: 0.0009990232305719944
2024-06-15 21:05:41 - train: epoch 2, iter:200, loss: 1.0157, lr: 0.0009990232305719944
2024-06-15 21:05:48 - train: epoch 2, iter:220, loss: 1.0098, lr: 0.0009990232305719944
2024-06-15 21:05:56 - train: epoch 2, iter:240, loss: 1.0037, lr: 0.0009990232305719944
2024-06-15 21:06:03 - train: epoch 2, iter:260, loss: 1.0053, lr: 0.0009990232305719944
2024-06-15 21:06:10 - train: epoch 2, iter:280, loss: 1.0025, lr: 0.0009990232305719944
2024-06-15 21:06:17 - train: epoch 2, iter:300, loss: 1.0058, lr: 0.0009990232305719944
2024-06-15 21:06:25 - train: epoch 2, iter:320, loss: 1.0052, lr: 0.0009990232305719944
2024-06-15 21:06:32 - train: epoch 2, iter:340, loss: 0.9970, lr: 0.0009990232305719944
2024-06-15 21:06:39 - train: epoch 2, iter:360, loss: 1.0014, lr: 0.0009990232305719944
2024-06-15 21:06:47 - train: epoch 2, iter:380, loss: 1.0017, lr: 0.0009990232305719944
2024-06-15 21:06:54 - train: epoch 2, iter:400, loss: 1.0048, lr: 0.0009990232305719944
2024-06-15 21:07:02 - train: epoch 2, iter:420, loss: 1.0073, lr: 0.0009990232305719944
2024-06-15 21:07:09 - train: epoch 2, iter:440, loss: 1.0099, lr: 0.0009990232305719944
2024-06-15 21:07:17 - train: epoch 2, iter:460, loss: 1.0097, lr: 0.0009990232305719944
2024-06-15 21:07:24 - train: epoch 2, iter:480, loss: 1.0121, lr: 0.0009990232305719944
2024-06-15 21:07:36 - val epoch: 2, loss: 1.0451, miou: 0.11403258073735353, f1_or_dsc: 0.2047203694202155, accuracy: 0.9169480804616928,                 specificity: 0.9836303803573075, sensitivity: 0.13589692468723522
2024-06-15 21:07:37 - train: epoch 3, iter:0, loss: 0.8858, lr: 0.0009960967771506664
2024-06-15 21:07:44 - train: epoch 3, iter:20, loss: 1.0280, lr: 0.0009960967771506664
2024-06-15 21:07:51 - train: epoch 3, iter:40, loss: 1.0376, lr: 0.0009960967771506664
2024-06-15 21:07:59 - train: epoch 3, iter:60, loss: 1.0373, lr: 0.0009960967771506664
2024-06-15 21:08:06 - train: epoch 3, iter:80, loss: 1.0176, lr: 0.0009960967771506664
2024-06-15 21:08:13 - train: epoch 3, iter:100, loss: 1.0145, lr: 0.0009960967771506664
2024-06-15 21:08:20 - train: epoch 3, iter:120, loss: 1.0054, lr: 0.0009960967771506664
2024-06-15 21:08:28 - train: epoch 3, iter:140, loss: 0.9982, lr: 0.0009960967771506664
2024-06-15 21:08:35 - train: epoch 3, iter:160, loss: 0.9849, lr: 0.0009960967771506664
2024-06-15 21:08:42 - train: epoch 3, iter:180, loss: 0.9839, lr: 0.0009960967771506664
2024-06-15 21:08:49 - train: epoch 3, iter:200, loss: 0.9734, lr: 0.0009960967771506664
2024-06-15 21:08:57 - train: epoch 3, iter:220, loss: 0.9763, lr: 0.0009960967771506664
2024-06-15 21:09:04 - train: epoch 3, iter:240, loss: 0.9767, lr: 0.0009960967771506664
2024-06-15 21:09:11 - train: epoch 3, iter:260, loss: 0.9720, lr: 0.0009960967771506664
2024-06-15 21:09:19 - train: epoch 3, iter:280, loss: 0.9724, lr: 0.0009960967771506664
2024-06-15 21:09:26 - train: epoch 3, iter:300, loss: 0.9760, lr: 0.0009960967771506664
2024-06-15 21:09:34 - train: epoch 3, iter:320, loss: 0.9811, lr: 0.0009960967771506664
2024-06-15 21:09:41 - train: epoch 3, iter:340, loss: 0.9829, lr: 0.0009960967771506664
2024-06-15 21:09:48 - train: epoch 3, iter:360, loss: 0.9833, lr: 0.0009960967771506664
2024-06-15 21:09:56 - train: epoch 3, iter:380, loss: 0.9810, lr: 0.0009960967771506664
2024-06-15 21:10:03 - train: epoch 3, iter:400, loss: 0.9795, lr: 0.0009960967771506664
2024-06-15 21:10:10 - train: epoch 3, iter:420, loss: 0.9803, lr: 0.0009960967771506664
2024-06-15 21:10:18 - train: epoch 3, iter:440, loss: 0.9855, lr: 0.0009960967771506664
2024-06-15 21:10:25 - train: epoch 3, iter:460, loss: 0.9893, lr: 0.0009960967771506664
2024-06-15 21:10:33 - train: epoch 3, iter:480, loss: 0.9903, lr: 0.0009960967771506664
2024-06-15 21:10:44 - val epoch: 3, loss: 1.0134, miou: 0.12528747159867062, f1_or_dsc: 0.22267638227710387, accuracy: 0.9173626866217799,                 specificity: 0.9828356938701693, sensitivity: 0.15047600059811594
2024-06-15 21:10:45 - train: epoch 4, iter:0, loss: 0.9147, lr: 0.0009912321891107007
2024-06-15 21:10:52 - train: epoch 4, iter:20, loss: 0.9814, lr: 0.0009912321891107007
2024-06-15 21:11:00 - train: epoch 4, iter:40, loss: 0.9462, lr: 0.0009912321891107007
2024-06-15 21:11:07 - train: epoch 4, iter:60, loss: 0.9725, lr: 0.0009912321891107007
2024-06-15 21:11:14 - train: epoch 4, iter:80, loss: 0.9700, lr: 0.0009912321891107007
2024-06-15 21:11:22 - train: epoch 4, iter:100, loss: 0.9665, lr: 0.0009912321891107007
2024-06-15 21:11:29 - train: epoch 4, iter:120, loss: 0.9673, lr: 0.0009912321891107007
2024-06-15 21:11:37 - train: epoch 4, iter:140, loss: 0.9622, lr: 0.0009912321891107007
2024-06-15 21:11:44 - train: epoch 4, iter:160, loss: 0.9761, lr: 0.0009912321891107007
2024-06-15 21:11:51 - train: epoch 4, iter:180, loss: 0.9811, lr: 0.0009912321891107007
2024-06-15 21:11:58 - train: epoch 4, iter:200, loss: 0.9905, lr: 0.0009912321891107007
2024-06-15 21:12:06 - train: epoch 4, iter:220, loss: 0.9840, lr: 0.0009912321891107007
2024-06-15 21:12:13 - train: epoch 4, iter:240, loss: 0.9801, lr: 0.0009912321891107007
2024-06-15 21:12:21 - train: epoch 4, iter:260, loss: 0.9790, lr: 0.0009912321891107007
2024-06-15 21:12:28 - train: epoch 4, iter:280, loss: 0.9776, lr: 0.0009912321891107007
2024-06-15 21:12:35 - train: epoch 4, iter:300, loss: 0.9824, lr: 0.0009912321891107007
2024-06-15 21:12:42 - train: epoch 4, iter:320, loss: 0.9870, lr: 0.0009912321891107007
2024-06-15 21:12:50 - train: epoch 4, iter:340, loss: 0.9873, lr: 0.0009912321891107007
2024-06-15 21:12:58 - train: epoch 4, iter:360, loss: 0.9888, lr: 0.0009912321891107007
2024-06-15 21:13:05 - train: epoch 4, iter:380, loss: 0.9874, lr: 0.0009912321891107007
2024-06-15 21:13:12 - train: epoch 4, iter:400, loss: 0.9850, lr: 0.0009912321891107007
2024-06-15 21:13:19 - train: epoch 4, iter:420, loss: 0.9882, lr: 0.0009912321891107007
2024-06-15 21:13:26 - train: epoch 4, iter:440, loss: 0.9909, lr: 0.0009912321891107007
2024-06-15 21:13:34 - train: epoch 4, iter:460, loss: 0.9910, lr: 0.0009912321891107007
2024-06-15 21:13:41 - train: epoch 4, iter:480, loss: 0.9914, lr: 0.0009912321891107007
2024-06-15 21:13:53 - val epoch: 4, loss: 1.0751, miou: 0.1909506967891294, f1_or_dsc: 0.32066935651315087, accuracy: 0.802241356327367,                 specificity: 0.820073192008454, sensitivity: 0.5933766967386067
2024-06-15 21:13:53 - train: epoch 5, iter:0, loss: 1.1107, lr: 0.0009844486647586721
2024-06-15 21:14:01 - train: epoch 5, iter:20, loss: 1.0302, lr: 0.0009844486647586721
2024-06-15 21:14:08 - train: epoch 5, iter:40, loss: 0.9822, lr: 0.0009844486647586721
2024-06-15 21:14:15 - train: epoch 5, iter:60, loss: 0.9582, lr: 0.0009844486647586721
2024-06-15 21:14:23 - train: epoch 5, iter:80, loss: 0.9214, lr: 0.0009844486647586721
2024-06-15 21:14:30 - train: epoch 5, iter:100, loss: 0.9417, lr: 0.0009844486647586721
2024-06-15 21:14:38 - train: epoch 5, iter:120, loss: 0.9439, lr: 0.0009844486647586721
2024-06-15 21:14:45 - train: epoch 5, iter:140, loss: 0.9377, lr: 0.0009844486647586721
2024-06-15 21:14:52 - train: epoch 5, iter:160, loss: 0.9516, lr: 0.0009844486647586721
2024-06-15 21:15:00 - train: epoch 5, iter:180, loss: 0.9613, lr: 0.0009844486647586721
2024-06-15 21:15:07 - train: epoch 5, iter:200, loss: 0.9576, lr: 0.0009844486647586721
2024-06-15 21:15:15 - train: epoch 5, iter:220, loss: 0.9683, lr: 0.0009844486647586721
2024-06-15 21:15:22 - train: epoch 5, iter:240, loss: 0.9593, lr: 0.0009844486647586721
2024-06-15 21:15:29 - train: epoch 5, iter:260, loss: 0.9634, lr: 0.0009844486647586721
2024-06-15 21:15:36 - train: epoch 5, iter:280, loss: 0.9620, lr: 0.0009844486647586721
2024-06-15 21:15:44 - train: epoch 5, iter:300, loss: 0.9605, lr: 0.0009844486647586721
2024-06-15 21:15:51 - train: epoch 5, iter:320, loss: 0.9573, lr: 0.0009844486647586721
2024-06-15 21:15:58 - train: epoch 5, iter:340, loss: 0.9602, lr: 0.0009844486647586721
2024-06-15 21:16:06 - train: epoch 5, iter:360, loss: 0.9592, lr: 0.0009844486647586721
2024-06-15 21:16:13 - train: epoch 5, iter:380, loss: 0.9607, lr: 0.0009844486647586721
2024-06-15 21:16:20 - train: epoch 5, iter:400, loss: 0.9663, lr: 0.0009844486647586721
2024-06-15 21:16:28 - train: epoch 5, iter:420, loss: 0.9698, lr: 0.0009844486647586721
2024-06-15 21:16:35 - train: epoch 5, iter:440, loss: 0.9717, lr: 0.0009844486647586721
2024-06-15 21:16:43 - train: epoch 5, iter:460, loss: 0.9758, lr: 0.0009844486647586721
2024-06-15 21:16:50 - train: epoch 5, iter:480, loss: 0.9799, lr: 0.0009844486647586721
2024-06-15 21:17:02 - val epoch: 5, loss: 1.0542, miou: 0.23569833757394512, f1_or_dsc: 0.3814820015647075, accuracy: 0.8589685618099699,                 specificity: 0.8850981212632714, sensitivity: 0.5529124923158717
2024-06-15 21:17:02 - train: epoch 6, iter:0, loss: 0.6733, lr: 0.0009757729755661009
2024-06-15 21:17:10 - train: epoch 6, iter:20, loss: 0.9191, lr: 0.0009757729755661009
2024-06-15 21:17:17 - train: epoch 6, iter:40, loss: 1.0220, lr: 0.0009757729755661009
2024-06-15 21:17:24 - train: epoch 6, iter:60, loss: 1.0196, lr: 0.0009757729755661009
2024-06-15 21:17:32 - train: epoch 6, iter:80, loss: 1.0136, lr: 0.0009757729755661009
2024-06-15 21:17:39 - train: epoch 6, iter:100, loss: 1.0084, lr: 0.0009757729755661009
2024-06-15 21:17:47 - train: epoch 6, iter:120, loss: 0.9936, lr: 0.0009757729755661009
2024-06-15 21:17:54 - train: epoch 6, iter:140, loss: 0.9823, lr: 0.0009757729755661009
2024-06-15 21:18:01 - train: epoch 6, iter:160, loss: 0.9751, lr: 0.0009757729755661009
2024-06-15 21:18:09 - train: epoch 6, iter:180, loss: 0.9903, lr: 0.0009757729755661009
2024-06-15 21:18:16 - train: epoch 6, iter:200, loss: 0.9905, lr: 0.0009757729755661009
2024-06-15 21:18:23 - train: epoch 6, iter:220, loss: 0.9936, lr: 0.0009757729755661009
2024-06-15 21:18:30 - train: epoch 6, iter:240, loss: 0.9775, lr: 0.0009757729755661009
2024-06-15 21:18:37 - train: epoch 6, iter:260, loss: 0.9718, lr: 0.0009757729755661009
2024-06-15 21:18:45 - train: epoch 6, iter:280, loss: 0.9814, lr: 0.0009757729755661009
2024-06-15 21:18:52 - train: epoch 6, iter:300, loss: 0.9729, lr: 0.0009757729755661009
2024-06-15 21:18:59 - train: epoch 6, iter:320, loss: 0.9713, lr: 0.0009757729755661009
2024-06-15 21:19:07 - train: epoch 6, iter:340, loss: 0.9766, lr: 0.0009757729755661009
2024-06-15 21:19:14 - train: epoch 6, iter:360, loss: 0.9730, lr: 0.0009757729755661009
2024-06-15 21:19:21 - train: epoch 6, iter:380, loss: 0.9738, lr: 0.0009757729755661009
2024-06-15 21:19:29 - train: epoch 6, iter:400, loss: 0.9714, lr: 0.0009757729755661009
2024-06-15 21:19:36 - train: epoch 6, iter:420, loss: 0.9651, lr: 0.0009757729755661009
2024-06-15 21:19:43 - train: epoch 6, iter:440, loss: 0.9622, lr: 0.0009757729755661009
2024-06-15 21:19:51 - train: epoch 6, iter:460, loss: 0.9612, lr: 0.0009757729755661009
2024-06-15 21:19:58 - train: epoch 6, iter:480, loss: 0.9641, lr: 0.0009757729755661009
2024-06-15 21:20:09 - val epoch: 6, loss: 1.0489, miou: 0.003814193152999141, f1_or_dsc: 0.007599400723790703, accuracy: 0.9192759519279023,                 specificity: 0.9974237405939049, sensitivity: 0.003929289405040788
2024-06-15 21:20:10 - train: epoch 7, iter:0, loss: 0.9532, lr: 0.0009652393605146842
2024-06-15 21:20:17 - train: epoch 7, iter:20, loss: 0.9307, lr: 0.0009652393605146842
2024-06-15 21:20:25 - train: epoch 7, iter:40, loss: 0.9525, lr: 0.0009652393605146842
2024-06-15 21:20:32 - train: epoch 7, iter:60, loss: 0.9603, lr: 0.0009652393605146842
2024-06-15 21:20:39 - train: epoch 7, iter:80, loss: 0.9539, lr: 0.0009652393605146842
2024-06-15 21:20:47 - train: epoch 7, iter:100, loss: 0.9658, lr: 0.0009652393605146842
2024-06-15 21:20:54 - train: epoch 7, iter:120, loss: 0.9622, lr: 0.0009652393605146842
2024-06-15 21:21:01 - train: epoch 7, iter:140, loss: 0.9789, lr: 0.0009652393605146842
2024-06-15 21:21:08 - train: epoch 7, iter:160, loss: 0.9735, lr: 0.0009652393605146842
2024-06-15 21:21:15 - train: epoch 7, iter:180, loss: 0.9719, lr: 0.0009652393605146842
2024-06-15 21:21:23 - train: epoch 7, iter:200, loss: 0.9808, lr: 0.0009652393605146842
2024-06-15 21:21:30 - train: epoch 7, iter:220, loss: 0.9817, lr: 0.0009652393605146842
2024-06-15 21:21:37 - train: epoch 7, iter:240, loss: 0.9799, lr: 0.0009652393605146842
2024-06-15 21:21:45 - train: epoch 7, iter:260, loss: 0.9817, lr: 0.0009652393605146842
2024-06-15 21:21:53 - train: epoch 7, iter:280, loss: 0.9743, lr: 0.0009652393605146842
2024-06-15 21:22:00 - train: epoch 7, iter:300, loss: 0.9730, lr: 0.0009652393605146842
2024-06-15 21:22:07 - train: epoch 7, iter:320, loss: 0.9758, lr: 0.0009652393605146842
2024-06-15 21:22:15 - train: epoch 7, iter:340, loss: 0.9723, lr: 0.0009652393605146842
2024-06-15 21:22:22 - train: epoch 7, iter:360, loss: 0.9676, lr: 0.0009652393605146842
2024-06-15 21:22:29 - train: epoch 7, iter:380, loss: 0.9613, lr: 0.0009652393605146842
2024-06-15 21:22:37 - train: epoch 7, iter:400, loss: 0.9518, lr: 0.0009652393605146842
2024-06-15 21:22:44 - train: epoch 7, iter:420, loss: 0.9485, lr: 0.0009652393605146842
2024-06-15 21:22:51 - train: epoch 7, iter:440, loss: 0.9486, lr: 0.0009652393605146842
2024-06-15 21:22:59 - train: epoch 7, iter:460, loss: 0.9567, lr: 0.0009652393605146842
2024-06-15 21:23:06 - train: epoch 7, iter:480, loss: 0.9607, lr: 0.0009652393605146842
2024-06-15 21:23:17 - val epoch: 7, loss: 0.9472, miou: 0.2824738038271998, f1_or_dsc: 0.44051395511429914, accuracy: 0.8982947238834058,                 specificity: 0.9315293016262527, sensitivity: 0.509017428433767
2024-06-15 21:23:18 - train: epoch 8, iter:0, loss: 0.7807, lr: 0.0009528893909706795
2024-06-15 21:23:26 - train: epoch 8, iter:20, loss: 0.8916, lr: 0.0009528893909706795
2024-06-16 01:04:01 - #----------Config info----------#
2024-06-16 01:04:01 - f: <_io.TextIOWrapper name='./parsed_args.txt' mode='r' encoding='UTF-8'>,
2024-06-16 01:04:01 - parsed_args: {'network': 'KANUSeg', 'datasets': 'CVC-ClinicDB'},
2024-06-16 01:04:01 - line: datasets=CVC-ClinicDB
,
2024-06-16 01:04:01 - key: datasets,
2024-06-16 01:04:01 - value: CVC-ClinicDB,
2024-06-16 01:04:01 - network: KANUSeg,
2024-06-16 01:04:01 - datasets: CVC-ClinicDB,
2024-06-16 01:04:01 - model_config: {'num_classes': 1, 'input_channels': 3, 'EMBED_DIM': 96, 'depths': [2, 2, 2, 2], 'depths_decoder': [2, 2, 2, 1], 'drop_path_rate': 0.2, 'load_ckpt_path': './pretrained_ckpt/vmamba_small_e238_ema.pth'},
2024-06-16 01:04:01 - data_path: ./data/CVC-ClinicDB/,
2024-06-16 01:04:01 - criterion: BceDiceLoss(
  (bce): BCELoss(
    (bceloss): BCELoss()
  )
  (dice): DiceLoss()
),
2024-06-16 01:04:01 - pretrained_path: ./pre_trained/,
2024-06-16 01:04:01 - num_classes: 1,
2024-06-16 01:04:01 - input_size_h: 224,
2024-06-16 01:04:01 - input_size_w: 224,
2024-06-16 01:04:01 - input_channels: 3,
2024-06-16 01:04:01 - distributed: False,
2024-06-16 01:04:01 - local_rank: -1,
2024-06-16 01:04:01 - num_workers: 0,
2024-06-16 01:04:01 - seed: 42,
2024-06-16 01:04:01 - world_size: None,
2024-06-16 01:04:01 - rank: None,
2024-06-16 01:04:01 - amp: False,
2024-06-16 01:04:01 - gpu_id: 0,
2024-06-16 01:04:01 - batch_size: 1,
2024-06-16 01:04:01 - epochs: 300,
2024-06-16 01:04:01 - work_dir: output/KANUSeg_CVC-ClinicDB_/,
2024-06-16 01:04:01 - print_interval: 20,
2024-06-16 01:04:01 - val_interval: 30,
2024-06-16 01:04:01 - save_interval: 10,
2024-06-16 01:04:01 - threshold: 0.5,
2024-06-16 01:04:01 - train_transformer: Compose(
    <utils.myNormalize object at 0x71752f15c210>
    <utils.myToTensor object at 0x71752f4e4a50>
    <utils.myRandomHorizontalFlip object at 0x71752f4b3b90>
    <utils.myRandomVerticalFlip object at 0x71752f4bc4d0>
    <utils.myRandomRotation object at 0x71752f170f50>
    <utils.myResize object at 0x71752f4e6150>
),
2024-06-16 01:04:01 - test_transformer: Compose(
    <utils.myNormalize object at 0x71752f170f90>
    <utils.myToTensor object at 0x71752f170fd0>
    <utils.myResize object at 0x71752f171010>
),
2024-06-16 01:04:01 - opt: AdamW,
2024-06-16 01:04:01 - lr: 0.001,
2024-06-16 01:04:01 - betas: (0.9, 0.999),
2024-06-16 01:04:01 - eps: 1e-08,
2024-06-16 01:04:01 - weight_decay: 0.01,
2024-06-16 01:04:01 - amsgrad: False,
2024-06-16 01:04:01 - sch: CosineAnnealingLR,
2024-06-16 01:04:01 - T_max: 50,
2024-06-16 01:04:01 - eta_min: 1e-05,
2024-06-16 01:04:01 - last_epoch: -1,
2024-06-16 01:04:02 - flops: 0.185450496, params: 0.132081, Total params: : 7.9930
2024-06-16 01:04:03 - train: epoch 1, iter:0, loss: 1.5282, lr: 0.001
2024-06-16 01:04:10 - train: epoch 1, iter:20, loss: 1.2742, lr: 0.001
2024-06-16 01:04:16 - train: epoch 1, iter:40, loss: 1.1342, lr: 0.001
2024-06-16 01:04:23 - train: epoch 1, iter:60, loss: 1.0928, lr: 0.001
2024-06-16 01:04:30 - train: epoch 1, iter:80, loss: 1.0799, lr: 0.001
